"dg",48
"dd",186
"de",2352
"db",9
"dc",1
"da",507
"dy",188
"dv",51
"dw",19
"dt",12
"du",212
"dr",369
"ds",681
"dp",1
"w'",2
"w ",843
"w.",60
"w-",13
"w,",125
"w)",2
"w?",8
"w;",6
"w:",1
"02",4
"03",1
"00",152
"01",5
"06",1
"07",2
"04",1
"05",2
"0;",1
"08",1
"09",1
"0 ",130
"0'",9
"0%",1
"0)",2
"0.",4
"0,",14
"wf",6
"we",2004
"wd",11
"wc",1
"wb",2
"wa",2363
"wo",936
"wn",300
"wl",27
"wk",4
"wi",1678
"wh",1751
"ww",12
"ws",139
"wr",67
"wy",3
"0t",20
"C.",2
"C ",2
"CK",1
"CI",9
"CH",52
"CO",7
"CL",3
"CC",1
"CA",8
"CE",8
"CT",10
"Ci",4
"Ch",23
"Co",357
"Cl",7
"Ca",839
"Ce",29
"Cy",2
"Cr",24
"Cu",6
"<quote>d",6
"ix",118
"<quote>f",4
"<quote>g",1
"<quote>a",46
"<quote>b",30
"<quote>c",8
"<quote>l",5
"<quote>m",7
"<quote>n",6
"ir",1363
"<quote>h",8
"it",3950
"<quote>k",1
"ii",2
"ih",3
"ik",261
"<quote>w",27
"<quote>p",7
"il",2192
"<quote>r",2
"<quote>s",9
"ia",587
"ic",2063
"ib",320
"ie",1015
"<quote>y",17
"ig",1177
"if",617
"V ",8
"<quote>E",14
"<quote>F",23
"<quote>G",23
"<quote>A",143
"<quote>B",97
"<quote>C",52
"<quote>L",21
"<quote>M",43
"<quote>N",77
"<quote>O",31
"<quote>H",45
"<quote>I",233
"<quote>J",10
"<quote>K",1
"<quote>T",136
"<quote>U",10
"<quote>V",21
"<quote>W",195
"<quote>P",35
"<quote>Q",2
"<quote>R",9
"<quote>S",61
"<quote>Y",127
"VA",2
"i;",1
"<quote>'",1
"<quote> ",1702
"VE",9
"VI",17
"<quote>)",1
"i-",3
"i,",24
"i.",5
"i ",26
"i<quote>",1
"<quote>;",1
"Va",25
"Ve",37
"Vi",19
"Vo",3
"5t",11
"° ",56
"5d",1
"°.",3
"°,",2
"59",1
"58",1
"55",2
"54",1
"57",3
"56",2
"51",1
"50",41
"53",1
"5,",9
"5.",5
"5'",5
"5 ",9
"HT",2
"HU",1
"HI",9
"HO",6
"HA",53
"HE",30
"Hy",1
"Hu",8
"Hi",44
"Ho",86
"Ha",66
"He",170
"m<quote>",1
"5°",11
"H ",6
"-6",1
"[T",1
"[E",1
",4",3
"[1",2
"';",1
"'<quote>",5
"' ",64
"'.",2
"',",2
"9,",4
"nh",39
"ni",1127
"nj",18
"nk",257
"nl",325
"nm",25
"nn",271
"no",2155
"na",919
"nb",99
"nc",1027
"nd",5118
"ne",2535
"nf",137
"ng",3765
"nx",4
"ny",238
"nz",3
"np",7
"nq",16
"nr",19
"ns",1617
"nt",2844
"nu",238
"nv",96
"nw",15
"'t",3
"'s",267
"'c",61
"'b",1
"'a",2
"'m",1
"n)",4
"'U",13
"'S",3
"n-",45
"n.",530
"'P",1
"n ",6987
"n!",40
"n<quote>",1
"n'",83
"n:",4
"n;",74
"'A",1
"n?",68
":/",8
": ",132
"M ",7
"M.",67
"Me",46
"Ma",125
"Mo",44
"Mi",15
"Mu",12
"Mr",10
"My",82
"ME",7
"MA",8
"MB",1
"MO",9
"MN",2
"MI",5
"MP",2
"MY",2
"`r",1
"`w",1
"`t",1
"`B",1
"`E",1
"`H",1
"`L",2
"`W",2
"`T",1
"s;",161
"s:",26
"s?",100
", ",8533
",-",2
",6",3
"s)",6
",5",19
",2",7
",3",1
"s-",44
"s,",1796
"s<quote>",2
"s!",60
"s ",9633
"s'",29
",8",3
",9",1
"s_",1
"?-",3
"s@",1
"?<quote>",366
"? ",233
"sy",53
"ss",1431
"sr",3
"sq",34
"sp",674
"sw",159
"sv",1
"su",1047
"st",3582
"sk",201
"si",1513
"sh",1454
"so",1192
"sn",27
"sm",93
"sl",356
"sc",435
"sb",1
"sa",1212
"sg",6
"sf",25
"se",4116
"sd",4
"Ru",11
"Re",60
"Ra",6
"Ro",19
"Rh",4
"Ri",9
"RT",5
"RP",1
"RR",6
"RS",3
"RD",1
"RE",22
"RG",6
"RA",12
"RB",1
"RC",2
"RL",1
"RM",1
"RN",2
"RO",13
"RI",9
"RK",2
"R ",68
"R,",2
"em",1340
"el",1996
"eo",83
"en",4597
"ei",952
"eh",54
"ek",33
"ej",11
"ee",1730
"ed",6097
"eg",291
"ef",486
"ea",3411
"ec",1251
"eb",119
"ey",530
"ex",555
"ez",34
"eu",81
"et",1419
"ew",415
"ev",787
"eq",98
"ep",741
"es",4281
"er",6675
"eB",13
"e-",104
"e,",1106
"e.",822
"e)",9
"e'",22
"e!",70
"e ",18927
"e<quote>",3
"e?",91
"e;",107
"e:",15
"xh",24
"xi",73
"xo",4
"xl",1
"xc",127
"xa",75
"1]",2
"xe",59
"xy",14
"xs",4
"xp",131
"xq",3
"xt",154
"xu",2
"u-",5
"1s",13
"1t",9
".9",3
"u.",24
"x_",1
"x.",16
"x,",51
"x ",83
"x;",5
"x?",4
"11",12
"10",23
"13",15
"12",18
"15",24
"14",14
"17",27
"16",24
"19",4
"18",42
".5",2
"1 ",8
"1)",1
"1(",2
".7",4
"1,",29
"1/",3
"1.",44
"DO",3
"DI",10
"DE",14
"DA",5
"DS",1
"Do",37
"Dj",2
"Di",35
"De",27
"Da",9
"Du",38
"Dr",4
"D.",1
"1°",4
"D,",2
"D'",5
"D ",22
"WE",1
"WA",6
"WO",3
"WN",2
"WI",2
"WH",2
"We",276
"Wa",28
"Wo",16
"Wi",36
"Wh",230
"y<quote>",1
"ux",7
"W ",1
"W.",9
".o",8
"#1",1
".g",5
".z",1
"ju",92
".p",1
"27",10
"je",184
"ja",27
".t",1
"jo",58
"6 ",7
"6,",10
"6-",1
"6.",3
"6/",1
"60",12
"61",5
"62",6
"63",4
"64",9
"66",4
"67",9
"68",5
"69",2
"gd",5
"6t",19
"6°",6
"I;",10
"I?",3
"I,",46
"I.",17
"I!",1
"I ",2134
"I<quote>",2
"I'",2
"IX",4
"IP",1
"IS",13
"IR",5
"IT",16
"IV",9
"II",35
"IK",1
"IM",5
"IL",9
"IO",6
"IN",28
"IA",7
"IC",7
"IB",4
"IE",5
"ID",5
"IG",5
"IF",3
"Is",73
"Ir",6
"It",340
"Im",7
"Il",1
"In",190
"Ic",1
"If",64
"(p",1
"(v",1
"(w",6
"(t",14
"(i",3
"(n",1
"(o",4
"(l",1
"(m",2
"(b",1
"(c",4
"(a",10
"(f",3
"(d",1
"(e",2
"(T",1
"(I",4
"(F",1
"(8",1
"(3",3
"(<quote>",1
"($",1
"AE",1
"o.",78
"o-",54
"o,",225
"o)",1
" .",4
"o'",92
"o<quote>",2
"o!",13
"o ",4089
"o?",13
"o;",31
"o:",3
"; ",840
"oo",1061
"on",5359
"om",1925
"ol",966
"ok",382
"oj",106
"oi",406
"oh",8
"og",130
"of",4361
"oe",103
"od",412
"oc",479
"ob",260
"oa",552
"AR",18
"oz",23
"oy",112
"ox",30
"ow",1464
"ov",506
"ou",4412
"ot",1785
"os",943
"or",3645
"oq",2
"op",669
"Ni",10
"No",205
"Na",543
"Ne",765
"Nu",2
"NI",6
"NK",1
"NN",3
"NO",9
"NA",3
"NB",4
"NC",5
"ND",23
"NE",18
"NG",6
"NY",4
"NS",5
"NT",18
"NV",1
"N,",2
"N.",19
"N ",30
"N<quote>",1
"n,",764
"aa",6
"ac",1409
"ab",773
"ae",56
"ad",1695
"ag",627
"af",187
"ai",2190
"ah",67
"ak",437
"aj",4
"am",718
"al",2478
"ao",13
"an",7107
"aq",11
"ap",1359
"as",3566
"ar",3739
"au",760
"at",5015
"aw",332
"av",967
"ay",710
"ax",104
"az",41
"'E",3
"a!",6
"a ",2291
"a<quote>",2
"a'",1
"a)",1
"a-",59
"a,",177
"a.",113
"a;",13
"a:",1
"a?",11
"-E",1
"-A",1
"-B",1
"-M",4
"-N",1
"-I",11
"-H",1
"-T",2
"gt",81
"-S",3
"-R",4
"gs",186
"-Y",1
"gr",523
"-e",32
"-d",32
"-g",14
"-f",82
"-a",31
"-c",44
"ty",540
"-m",40
"tw",411
"tt",623
"tu",816
"tr",1278
"ts",1181
"tp",14
"-j",6
"-u",6
"to",3612
"tl",477
"tm",122
"-q",5
"-p",61
"th",14381
"ti",3200
"tf",95
"td",1
"te",3986
"-y",3
"tc",154
"ta",2024
"gy",15
"gg",69
"t:",6
"t;",64
"-<quote>",20
"--",232
" p",2792
"t.",567
"t/",1
"t,",794
"t-",41
"-1",1
"t)",8
"t'",14
"-?",1
"t<quote>",1
"-8",2
"t ",9125
"t!",51
"ga",499
" z",35
" y",900
"@p",2
"S.",20
"S-",1
"S ",38
"S'",1
"Sy",5
"Sp",24
"Sw",1
"Su",47
"St",88
"Sk",1
"Si",44
"Sh",32
"So",131
"Sm",2
"Sl",1
"Sc",23
"Sa",33
"Se",89
"SS",5
"SP",1
"SU",3
"ST",10
"SI",3
"SH",3
"SO",7
"SC",3
"SA",4
"SE",16
"f;",5
"f?",4
"f ",4699
"f!",2
"f'",2
"f,",96
"f-",36
"f.",63
"g?",15
"fr",747
"fs",23
"ft",354
"fu",409
"fy",21
"fa",538
"fe",754
"ff",320
"fi",956
"fl",313
"fo",1554
" 2",89
"g<quote>",5
"y)",5
"y-",97
"y,",526
"y.",358
"y!",13
"y ",4249
" 5",24
"y'",8
"y;",57
"y:",7
"y?",36
"g-",126
"24",6
"25",8
"26",5
" 9",20
"20",33
"21",11
"22",10
"23",9
"28",9
"29",1
"2'",5
"2 ",14
"2<quote>",1
"2,",12
"2.",7
"2/",1
"yi",131
"yh",1
"ym",17
"yl",31
"yo",732
"yn",9
"ya",147
"yc",9
"yb",5
"ye",273
"yd",12
"yg",15
"yz",1
"yp",30
"ys",327
"yr",43
"yt",47
"yw",7
"2t",6
"y@",1
"2n",8
"E,",1
"E.",38
"2°",11
"E ",55
"EM",11
"EL",5
"EN",20
"EI",2
"EE",4
"ED",12
"EG",2
"EF",3
"EA",20
"EC",10
"EB",5
"EX",2
"EW",1
"EV",1
"EQ",1
"EP",2
"ES",20
"ER",65
"Em",2
"El",3
"En",33
"Ei",2
"Ed",8
"Eg",8
"Ea",10
"Ec",1
"Ex",11
"Eu",31
"Et",1
"Ev",15
"Eq",2
"Es",4
"Er",1
"X.",1
"X,",2
"X ",8
"XI",17
"XC",1
"XX",8
"7°",11
"XP",1
"$5",1
"XV",10
"$1",1
"7t",15
"k<quote>",1
"k!",10
"k ",794
"k'",7
"k/",1
"k.",96
"k-",16
"k,",159
"k;",17
"k?",9
"7'",3
"7 ",8
"7.",3
"7,",13
"77",6
"76",6
"75",3
"73",1
"72",3
"71",1
"70",7
"79",4
"78",5
"ka",37
"kf",18
"ke",1013
"ki",326
"kh",2
"ko",42
"kn",289
"km",2
"kl",51
"ks",253
"kr",1
"kw",8
"ku",1
"ky",28
"JU",1
"JE",4
"Ju",44
"Jo",3
"Je",2
"Ja",41
"J.",2
"] ",4
");",1
"):",2
")(",2
")-",3
"),",22
").",3
") ",33
"pr",973
"ps",210
"pp",546
"pw",12
"pt",956
"pu",258
"py",48
"pb",1
"pa",1038
"pg",7
"pd",2
"pe",1619
"ph",243
"pi",455
"po",1010
"pl",784
"pm",7
"p:",8
"p;",6
"p?",1
"p<quote>",1
"p ",373
"p!",7
"p'",26
"p.",51
"p,",70
"p-",7
"O.",1
"O,",1
"O'",2
"O ",16
"On",110
"Om",4
"Ol",1
"Oh",9
"Of",12
"Oc",31
"Ob",2
"Ov",4
"Ou",33
"Ot",4
"Or",14
"Op",1
"OO",2
"ON",20
"OM",7
"OL",3
"OK",2
"OJ",4
"OF",19
"OE",1
"OC",1
"OB",5
"OA",1
"OW",2
"OV",2
"OU",14
"OT",8
"OS",4
"OR",22
"OP",1
"b ",27
"b!",3
"b,",10
"b-",8
"b.",21
"b)",1
"b?",2
"b;",2
"bd",4
"be",1902
"ba",349
"bb",25
"bl",882
"bm",89
"bn",1
"bo",836
"bi",226
"bj",49
"bt",71
"bu",583
"br",592
"bs",158
"by",652
" `",11
".)",2
"u?",6
".,",29
".-",2
"u;",2
"u:",1
". ",5060
".<quote>",658
".'",6
".8",5
"u,",60
".;",4
".0",1
".1",6
".2",3
".3",6
"u!",2
"u ",546
".6",3
"u<quote>",1
".N",8
".O",1
".A",1
".B",2
".C",2
".D",1
".E",29
".F",10
".[",1
".]",1
".S",7
".W",4
"uy",1
".m",1
".n",5
"uz",15
"uu",2
"ut",2384
"uv",17
"uq",6
"up",500
"us",2207
"ur",2334
"um",408
"ul",1433
"uo",14
"un",1635
"ui",350
"uh",8
"uk",4
"ue",367
"ud",242
"ug",481
"uf",62
"ua",321
"uc",450
"ub",307
"Tw",28
"Tu",8
"Tr",9
"To",76
"Th",1311
"Ti",10
"Te",20
"Ta",6
"A ",121
"A<quote>",1
"TY",9
"TW",2
"TT",1
"TU",5
"TR",8
"TS",2
"A.",1
"TN",1
"TO",9
"TL",1
"TH",42
"TI",14
"TE",59
"TA",9
"T?",1
"AC",9
"AB",3
"gf",2
"AD",2
"AG",12
"AF",1
"AI",8
"AK",1
"AM",6
"AL",11
"AN",30
"AP",53
"AS",7
"T-",1
"AT",10
"AV",1
"AY",2
"AX",2
"AZ",1
"T ",29
"Ac",10
"Ab",74
"Ad",15
"Ag",3
"Af",46
"Ah",30
"Am",64
"Al",40
"An",181
"Ap",16
"As",86
"Ar",119
"Au",11
"At",173
"Av",7
"Az",1
" b",4094
" c",3806
"gu",314
" a",9401
" f",3639
" g",1203
" d",2607
" e",2028
" j",160
" k",393
" h",4197
" i",5151
" n",2336
" o",7392
" l",2458
" m",3984
" r",2270
" s",7192
"ge",987
" q",250
" v",713
" w",7305
" t",16227
" u",1270
"go",383
"gn",144
"gm",6
"gl",255
"gi",411
"gh",1236
" B",373
" C",1300
" A",875
" F",268
" G",223
" D",143
" E",130
" J",83
" K",18
" H",333
" I",2638
" N",1477
" O",226
" L",411
" M",365
" R",105
" S",494
" P",331
" Q",6
" V",77
" W",406
" T",1378
" U",61
" Z",7
" [",3
" X",32
" Y",73
"gb",2
" _",2
" <quote>",1718
" #",1
"  ",6491
" '",5
" $",1
" *",8
" (",59
"g;",28
"g:",8
" -",7
"g'",2
" 3",58
" 1",257
" 6",25
" 7",15
" 4",36
"g ",2501
"g/",3
"g.",195
" 8",9
"g,",229
"g)",3
"3°",3
"zl",27
"zo",94
"zi",10
"ze",114
"za",4
"zb",2
"zz",32
"zu",4
"zr",1
"3r",11
"3t",10
"z,",7
"z.",6
"z ",11
"z;",2
"39",3
"38",1
"33",2
"32",12
"31",4
"30",20
"37",5
"36",3
"35",5
"34",1
"3)",2
"3/",2
"3.",6
"3,",9
"3 ",4
"3'",2
"FR",2
"FT",1
"FU",4
"FE",2
"FI",3
"FO",9
"Fr",96
"Fu",8
"Fa",30
"Fe",26
"Fi",10
"Fl",10
"Fo",95
"F3",1
"F ",21
"F)",1
"F.",11
"YO",7
"YS",2
"YT",1
"Yo",98
"Ya",2
"Ye",94
",'",2
",<quote>",435
"Y-",1
"Y,",2
"Y ",12
"!!",1
"! ",274
"% ",1
"8°",2
"lf",394
"lg",7
"ld",996
"le",3022
"lb",35
"lc",68
"la",1744
"ln",56
"lo",1696
"ll",2191
"lm",87
"lk",76
"li",1851
"lv",108
"lw",25
"lt",262
"lu",825
"lr",54
"ls",410
"lp",80
"s/",1
"lz",1
"s.",1046
",0",42
",1",1
"l'",16
"l ",2089
"l!",24
"l.",227
"l,",362
"l-",36
"l)",1
"l?",28
"l:",3
"l;",31
"8.",5
"8,",8
"8 ",9
"8'",3
"8;",1
"88",1
"82",6
"83",1
"80",12
"81",1
"86",21
"87",1
"84",1
"85",5
"T:",1
"8t",14
"K ",6
"K,",1
"Ka",7
"Ke",4
"Ki",3
"Ko",1
"Ku",2
"KI",2
"KO",1
"KN",1
"**",20
"* ",8
"T,",2
"qu",475
"Pr",159
"Pt",1
"Pu",3
"Py",2
"Pa",69
"Pe",49
"Ph",7
"Pi",6
"Po",34
"Pl",16
"PR",9
"PS",1
"PT",52
"PU",2
"PA",4
"PG",2
"PE",5
"PH",1
"PO",5
"PL",3
"P.",1
"ck",722
"ci",560
"ch",1877
"co",2208
"cn",5
"cl",515
"cc",266
"ca",1383
"ce",2103
"cy",55
"cs",25
"cr",532
"cq",8
"cu",490
"ct",981
"c)",3
"c.",24
"c,",25
"c!",3
"c ",281
"c;",2
"c:",3
"c?",2
"ly",1470
"va",359
"ve",2936
"vi",605
"vo",245
"vr",13
"vu",13
"vy",28
"/l",1
"/h",1
"/g",1
"/f",1
"/d",1
"/c",1
"/w",3
"/p",4
"v,",1
"//",8
"/ ",1
"/8",1
"/6",1
"/3",1
"/2",2
"/1",3
"BE",7
"BA",1
"BL",2
"BM",2
"BO",4
"BI",8
"BU",3
"BR",2
"BS",1
"BY",1
"Be",67
"Ba",33
"Bl",7
"Bo",40
"Bi",4
"Bu",292
"Br",13
"By",20
"B ",1
"B.",4
"U.",3
"U ",7
"Up",9
"Us",2
"Ur",14
"Um",2
"Un",46
"UT",10
"US",4
"UR",5
"UL",6
"UN",11
"UE",5
"UD",3
"UA",1
"UC",1
"UB",2
"h:",4
"h;",21
"!<quote>",192
"h?",16
"!'",2
"!)",1
"!-",2
"h)",3
"h.",92
"h,",249
"h-",38
"h ",2825
"h!",52
"h'",2
"4°",5
"hy",98
"hr",326
"hs",112
"hw",10
"ht",947
"hu",372
"hi",3375
"hn",5
"ho",1684
"hl",18
"hm",26
"hb",6
"ha",3917
"hf",8
"hd",4
"he",12889
"tb",1
"48",3
"49",1
"47",3
"45",8
"42",4
"43",1
"40",7
"41",2
"4.",4
"4/",1
"4,",12
"4-",3
"4'",4
"4 ",4
"4]",1
"g!",15
"4t",14
