"nt",11628
"nu",516
"nv",297
"nw",3
"'v",1
"'u",804
"fû",59
"'s",10
"'y",119
"'e",1562
"'a",2163
"'o",597
"'i",782
"'h",344
"'U",29
"n,",945
"n-",17
"n.",532
"'_",90
"n<quote>",1
"Si",70
"n'",686
"'E",44
"'C",1
"'A",178
"'O",144
"'I",23
"'H",15
":/",8
"ÈR",7
"ÈS",1
": ",175
"Sc",19
"ÈM",2
"ÈC",1
"Sa",143
"fî",2
"Mé",45
"Mê",2
"MÉ",1
"ml",1
":P",1
"M'",2
"M ",1
"M.",12
"Me",73
".g",5
"Ma",494
"Mm",1
"Mo",179
"Mi",43
"Mu",12
"My",2
"ME",19
"MA",10
"MB",1
"MM",2
"MO",8
"MN",2
"MI",11
"MP",1
"br",1025
"îl",175
"îm",53
"în",118
"ât",220
"îc",18
"ît",231
"sû",26
"sé",644
"sè",56
"sî",1
"sâ",13
"s;",4
"s:",1
",<quote>",1
", ",13928
",2",1
"s.",1634
"s-",575
"s,",3673
"s ",26710
"s'",901
"s_",645
"?.",16
",_",1
"s@",1
"? ",748
"sy",24
"ss",3292
"sr",3
"sq",561
"sp",827
"sw",1
"sv",6
"su",2147
"st",2629
"sk",5
"sj",1
"si",2919
"sh",14
"so",2831
"sn",1
"sm",48
"sl",13
"sc",412
"sb",2
"sa",2841
"sg",4
"sf",30
"se",5887
"sd",1
"Ru",14
"eç",18
"eâ",15
"Re",46
"Ra",8
"eû",133
"eô",1
"Ro",62
"Rh",6
"Ri",30
"RT",7
"RU",3
"RP",1
"RR",7
"RS",8
"ÉE",1
"RE",39
"RG",5
"RA",13
"RC",2
"RL",1
"RN",4
"RO",12
"RI",11
"zè",1
"RK",2
"R ",26
"R,",1
"zé",21
"em",3572
"el",2191
"eo",72
"en",12444
"ei",1350
"eh",13
"ek",2
"ej",35
"ee",80
"ed",812
"eg",301
"ef",356
"ea",1261
"ec",1298
"eb",58
"ey",37
"ex",629
"ez",626
"eu",5369
"et",5160
"ew",43
"ev",780
"eq",72
"ep",667
"es",16903
"er",7116
"eB",13
"27",14
"e_",54
"RÈ",1
"e-",344
"e,",3248
"e.",2125
"e)",7
"e'",1
"e ",34555
"e;",1
"e:",4
"xh",3
"xi",188
"xo",10
"DÉ",1
"xc",103
"xa",121
"xe",49
"xy",23
"xs",1
"xp",144
"xq",31
"xt",145
"xu",4
".8",4
"Dè",8
"Dé",16
"1e",3
"x_",2
"x.",168
"x,",319
"x-",57
"x ",1726
".2",2
"11",19
"10",12
"13",18
"12",13
"15",24
"14",15
"17",36
"16",24
"19",5
"18",64
".5",2
"1 ",34
"1'",1
"1)",1
"1(",2
"1,",7
"1.",43
"DO",1
"xè",4
"xé",21
"DI",11
"DE",37
"DA",4
"DU",8
"DR",1
"Do",37
"Dj",2
"Di",44
"De",179
"Da",64
"Du",38
"Dr",2
"D.",1
"1°",7
"D,",2
"D'",79
"D ",14
"WA",4
"WO",1
"WN",1
"WI",2
"We",9
"Wa",7
"Wo",2
"Wi",1
"Wh",1
"É ",1
"ÉT",1
"ÉL",1
"ÉA",1
"ÉC",2
"jà",78
"ÉD",1
"Éq",8
"Ép",2
".o",13
"Ét",25
"Év",8
"Ém",1
"Éc",4
"Ég",9
"j'",341
"#5",1
".z",1
"ju",246
".p",1
"ë ",4
"je",1842
"ja",203
".t",1
"jo",498
"6 ",19
"6'",3
"6,",9
"6-",1
"6.",4
"ë.",1
"60",6
"61",4
"62",4
"63",4
"64",9
"65",1
"66",7
"67",12
"68",6
"69",2
"_p",4
"ï.",1
"ï,",2
"ï ",1
"_l",4
"_i",1
"IÈ",7
"» ",414
"».",22
"»,",73
"ïn",1
"ïf",2
"ïe",3
"ïd",11
"ïa",1
"ré",2116
"_a",4
"ïs",5
"ïr",1
"ïq",8
"' ",63
"6°",10
"I,",2
"I.",2
"I ",66
"I<quote>",2
"I'",4
"IX",9
"IQ",1
"IP",1
"IS",15
"IR",6
"IT",21
"IV",15
"II",68
"IK",1
"IM",5
"IL",21
"IO",12
"IN",32
"IA",5
"IC",5
"IB",6
"IE",19
"ID",5
"IG",3
"IF",3
"Iy",1
"Is",8
"Ir",12
"It",9
"Iv",1
"Im",2
"Il",474
"Io",1
"In",53
"Ic",17
"Ie",1
"If",14
"A-",1
"ci",1346
"(t",1
"(i",1
"(o",3
"(b",1
"(c",6
"(a",4
"(d",1
"(P",1
"vè",23
"d'",1674
"(F",1
"vê",66
"(8",1
"êt",728
"(3",2
"êv",19
"êq",4
"êl",25
"êm",320
"ên",14
"vî",17
"(<quote>",1
"($",1
"êc",123
"oï",15
"oî",16
"oë",6
"oê",1
"oé",11
"oè",10
"oû",53
"où",201
"d<quote>",1
"o.",89
"o-",5
"o,",178
"o ",439
"o;",3
"y_",1
"o_",2
"; ",269
";&",1
"oo",77
"on",11032
"om",2619
"ol",1071
"ok",29
"oj",120
"oi",3148
"oh",8
"og",134
"of",534
"oe",181
"od",364
"oc",551
"ob",535
"oa",26
"oz",3
"oy",362
"ox",30
"ow",34
"ov",107
"ou",8322
"ot",1124
"os",1036
"or",3606
"oq",200
"op",526
"Ni",17
"aç",63
"No",333
"aé",12
"Na",647
"aë",1
"Ne",995
"aï",16
"aî",297
"Nu",10
"NI",5
"NN",2
"NO",7
"NA",3
"NB",4
"NC",6
"ND",14
"NE",30
"NG",7
"NY",4
"A_",1
"NQ",1
"NS",8
"NT",19
"NU",1
"NV",1
"N,",2
"N-",1
"N ",23
"N'",19
"n ",7120
"aa",10
"Né",6
"ac",1585
"ab",1218
"ae",7
"ad",660
"ag",1380
"af",143
"ai",11195
"ah",98
"ak",22
"aj",57
"am",996
"al",2398
"ao",29
"an",8525
"aq",189
"ap",2114
"as",2514
"ar",5038
"au",4398
"at",2614
"aw",15
"av",2155
"ay",250
"ax",113
"az",33
"NÉ",1
"uï",2
"uî",24
"Au",163
"a_",33
"At",65
"a ",5363
"a)",1
"Av",32
"a-",70
"a,",110
"a.",76
"<quote>D",1
"-E",15
"t_",8
"-G",5
"-A",1
"-C",11
"-B",6
"-M",14
"-L",57
"-N",13
"-I",5
"-H",13
"-K",6
"-J",5
"-U",3
"-T",11
"-V",3
"-P",6
"-S",29
"-R",8
"gs",56
"gr",768
"-e",54
"-d",235
"-g",14
"-f",109
"tz",9
"-c",157
"ty",39
"-m",218
"-l",81
"tt",1601
"tu",893
"tr",4686
"ts",1418
"-k",1
"-j",386
"-u",32
"to",1517
"tl",72
"-v",137
"-q",32
"-p",19
"th",496
"ti",4122
"td",1
"te",6917
"-y",2
"tc",23
"ta",4221
"_é",1
"gz",1
"gy",15
"gg",12
"t:",1
"- ",1497
"--",1718
"-,",1
"t2",1
"ge",1630
"t.",752
"t,",1571
"t-",704
"-1",2
"t)",1
"t'",7
"-8",3
"t ",17021
"gb",1
"yé",45
"ga",780
"yè",3
"ù ",224
" z",83
" x",3
"gl",303
"-à",44
"tô",199
"-é",2
"-ê",87
"tî",3
"@p",2
"tê",110
"tè",115
"té",1380
"tâ",22
"EF",2
"g_",3
"cê",1
"S.",4
"S-",3
"S,",2
"S ",72
"S'",12
"vi",1900
"Sy",6
"Sr",1
"Sp",7
"Su",73
"St",36
"fâ",9
"Sh",10
"So",85
"Sm",2
"Sl",1
"fè",32
"fé",135
"fê",3
"Se",80
"S_",1
"SS",6
"SP",2
"SU",2
"ST",8
"SI",6
"SO",13
"SC",3
"SA",1
"SE",11
"f ",223
"âg",4
"f,",14
"f-",19
"f.",26
" $",1
"ôt",328
"ôp",1
"ôn",5
"âl",19
"ôl",110
"ôm",5
"ôd",2
"ân",8
"fr",623
"fs",63
"ft",3
"fu",569
"fy",2
"âi",2
"fa",1257
"Sé",4
"fe",713
"ff",637
"fi",941
"fl",466
"fo",1363
"g'",1
"f_",1
"ô,",1
"âp",1
"g<quote>",5
"y)",1
"y-",6
"y,",32
"y.",5
"y ",416
" 5",19
"g/",4
"y:",1
" ;",261
" 8",10
"24",6
"25",7
"26",8
" 9",12
"20",24
"21",13
"22",9
"23",11
"28",13
"29",2
"ë,",1
"2'",10
"2 ",19
"2,",7
"2.",8
"yi",15
"ym",24
"yl",40
"yo",155
"yn",14
"ya",260
"2]",1
"yc",15
"yb",2
"ye",315
"yd",26
"yg",28
"yx",6
"yz",1
"yp",82
"ys",136
"yr",68
"yt",52
"yw",2
"âs",1
"À ",7
"y@",1
"ël",3
"ës",7
"Eû",1
"/p",4
"E-",2
"E,",1
"E.",23
"2°",11
"E ",110
"EM",11
"EL",7
"EN",22
"EI",4
"EE",3
"ED",10
"EG",1
"yâ",1
"EA",8
"EC",11
"EB",4
"E_",1
"EX",2
"EU",15
"ET",11
"EV",1
"EQ",3
"EP",2
"ES",46
"ER",23
"Em",5
"El",58
"En",269
"Eh",77
"Ed",11
"Ef",3
"Ea",4
"Ec",2
"Ex",9
"Eu",33
"Et",209
"Ev",1
"Es",49
"Er",1
"zi",12
"X.",1
"X ",18
"XI",39
"XC",1
"XX",18
"7°",16
"XP",1
"$5",1
"XV",19
"$1",1
" ô",1
"zu",8
"k ",70
"k/",1
"k.",14
"k-",1
"k,",26
"7]",1
"7'",6
"7 ",17
"7/",1
"7.",4
"7-",2
"7,",14
"77",10
"76",6
"75",1
"74",3
"73",3
"72",4
"71",5
"70",9
"k_",1
"79",8
"78",6
"ka",20
"Xé",1
"ke",23
"ki",51
"kh",1
"ko",31
"kn",3
"kl",5
"ks",52
"kr",1
"ku",2
"JU",2
"JO",1
"JE",4
"JA",2
"Ju",20
"Jo",10
"Je",759
"Ja",40
"(w",1
"J.",4
"J'",239
"Jé",1
"] ",2
")(",2
"),",6
").",1
") ",16
"pr",2932
"ps",289
"pp",810
"pv",1
"pt",330
"pu",617
"py",37
"pa",4263
"pg",7
"pd",1
"pe",2225
"ph",472
"pi",1566
"pn",1
"po",3063
"pl",1853
"pm",3
"p:",8
"p ",179
"p.",3
"p,",22
"p-",2
"pô",59
"pû",8
"pâ",42
"pç",4
"pê",148
"pè",124
"pé",500
"O.",1
"O-",1
"O'",1
"çû",2
"O ",9
"çà",7
"gt",198
"On",119
"Om",4
"Ol",1
"bâ",57
"Oh",8
"Of",2
"Oe",1
"Od",1
"bè",3
"bé",65
"bê",18
"Ou",120
"Or",60
"Op",4
"OO",2
"ON",23
"OM",5
"OL",2
"OK",2
"OJ",4
"OI",2
"OF",10
"OC",1
"OB",5
"OY",1
"OW",1
"OV",1
"OU",28
"OT",7
"OS",4
"OR",17
"OP",1
"çu",73
"b ",17
"b,",12
"b.",1
"b)",1
"ça",205
"ço",98
"bd",10
"be",538
"ba",838
"bb",4
"bl",1550
"bm",6
"bn",1
"bo",693
"bi",724
"bj",43
"bt",31
"bu",137
"Où",27
"bs",304
"by",39
"Té",3
"Tâ",1
".,",14
".-",3
"..",230
". ",7508
".<quote>",1
"u-",122
"u,",190
"u.",111
"TÉ",1
".1",6
"u'",819
".3",5
"u!",1
"u ",3783
".6",2
".7",3
"u_",3
".A",1
".B",1
".C",2
".D",1
".E",22
".F",10
"._",8
".S",3
"uy",46
"ux",1930
"Aç",2
"uz",47
"ut",3168
"uv",1188
"uq",38
"up",554
"us",5746
"ur",6822
"um",489
"ul",1274
"uo",132
"un",3756
"ui",3865
"uh",20
"uk",3
"uj",135
"ue",5151
"ud",493
"ug",205
"uf",229
"ua",1014
"uc",507
"ub",264
"Ty",10
"Tu",13
"Tr",44
"To",113
"Th",24
"Ti",9
"Te",34
"Ta",25
"A ",185
"TZ",2
"TY",6
"TT",1
"TU",5
"TR",13
"TS",1
"A.",1
"TN",1
"TO",8
"TL",1
"TH",17
"TI",25
"TE",13
"TA",9
"AC",10
"AB",5
"T:",1
"AD",3
"AG",7
"AF",1
"AI",9
"AK",1
"AM",5
"AL",6
"AN",20
"AP",6
"AS",5
"AR",29
"AU",4
"AT",15
"AV",2
"AZ",1
"T ",37
"Ac",11
"Ab",57
"Ad",16
"Ag",3
"Af",12
"Ai",40
"Ah",48
"Am",61
"Al",53
"An",54
"Ap",46
"As",33
"Ar",139
"ué",206
"uè",21
"uë",9
"uê",2
"uâ",16
" b",2244
" c",10002
"gu",612
" a",6322
" f",3733
" g",1317
" d",17366
" e",7237
" j",2290
" k",64
" h",1368
" i",2258
" n",4819
" o",1834
" l",13879
" m",7690
" r",4308
" s",9857
" p",10566
" q",4503
" v",3384
" w",192
" t",3934
" u",2474
"go",303
"gn",653
"gm",15
" y",301
"gi",446
"gh",24
" B",172
" C",1782
" A",781
" F",190
" G",189
" D",505
" E",689
" J",1072
" K",21
" H",83
" I",608
" N",1405
" O",372
" L",1885
" M",861
" R",175
" S",519
" P",737
" Q",321
" V",319
" W",27
" T",284
" U",239
" [",2
" X",66
" Y",38
" _",775
" <quote>",10
" #",1
"  ",8719
" !",1049
" &",1
" '",3
"âb",29
"âc",68
" *",8
"âm",56
" (",21
" .",1
"g:",2
" ,",7
" -",1497
" 2",80
" 3",21
" 0",1
" 1",245
" 6",23
" 7",22
" 4",18
"g ",171
" :",160
"g.",21
"g-",64
"g,",32
" ?",763
"g)",1
"3°",6
"d:",1
" â",8
" à",2762
"zo",147
" ç",13
" ê",192
"ze",158
" è",1
" é",1806
" î",96
"za",45
"zb",3
"gâ",4
"zz",2
"gî",4
"gê",13
"gé",368
"gè",97
" À",7
" Ç",6
" É",42
"z,",57
"z-",121
"z.",20
" «",529
"z ",439
" »",509
"39",4
"38",2
"33",2
"32",7
"31",5
"30",21
"37",3
"36",1
"35",3
"3)",2
"3.",6
"3,",12
"3 ",23
"3'",3
"FR",1
"FU",4
"FA",1
"FF",1
"FI",4
"FL",1
"FO",7
"Yé",1
"Fr",50
"Fu",6
"Fa",58
"ÔL",1
"Fe",6
"Fi",6
"Fl",11
"Fo",40
"F3",1
"F ",11
"F)",1
"F-",1
"F.",10
"YO",6
"YA",2
"YT",1
"Yo",29
"Ya",1
"Fé",1
"Y,",2
"Y ",8
"! ",1037
"dy",11
"% ",1
"dw",9
"l_",1
"8°",6
"lf",71
"lg",68
"ld",36
"le",11969
"lb",14
"lc",93
"la",5815
"ln",60
"lo",2014
"ll",2906
"lm",76
"lk",4
"lh",33
"li",1915
"lv",25
"lw",2
"lt",129
"lu",2464
"lr",1
"ls",520
"lp",55
"lq",399
"s/",1
"lz",1
"lx",1
"ly",79
",0",1
"l'",2491
"l ",2626
"l.",328
"l,",472
"l-",14
"l)",1
"l0",1
"l:",1
"l;",1
"l9",1
"8.",5
"8,",11
"8 ",19
"8'",5
"88",2
"ÆG",1
"82",15
"83",6
"80",4
"81",3
"86",23
"87",1
"84",5
"85",8
"lâ",13
"là",232
"lî",1
"lè",140
"lé",537
"Æg",1
"lû",5
"K ",4
"K,",1
"Ka",13
"Ke",3
"Ki",2
"Ko",1
"Kr",5
"Ku",2
"KI",1
"KO",1
"hs",13
"**",20
"* ",8
"ho",776
"Pô",1
"Pé",18
"ha",1584
"PÔ",1
"q ",134
"PÈ",1
"q,",4
"q.",4
"0%",1
"T,",2
"qu",7465
"Pr",132
"Pt",3
"Pu",102
"Py",2
"Pa",215
"Pe",117
"Ph",8
"Pi",3
"Po",84
"Pl",42
"PR",10
"wa",66
"PT",1
"PU",2
"PA",16
"PG",2
"PE",4
"PH",1
"PI",3
"PO",5
"PL",5
"wk",1
"P ",1
"Ér",2
"wr",6
"ck",22
"vâ",8
"ch",2494
"co",4173
"cn",8
"cl",473
"cc",371
"vé",336
"ca",2127
"ce",5073
"cy",36
"vô",5
"cs",113
"cr",791
"cq",4
"cu",816
"ct",777
"c_",4
"c)",3
"c.",39
"c-",1
"c,",102
"c ",789
"c'",197
"va",2196
"cé",538
"cè",60
"ve",2922
"câ",16
"vo",1840
"vr",485
"vu",151
"cô",139
"Oc",146
"/l",1
"/h",1
"/g",1
"/f",1
"/d",1
"/c",1
"/w",3
"-a",5
"v,",1
"//",8
"/ ",1
"/9",1
"/5",2
"/0",1
"BE",7
"BA",4
"BL",5
"BO",2
"BI",8
"BU",3
"û ",26
"BR",2
"BS",1
"41",2
"Be",14
"Ba",21
"Bl",4
"Bo",69
"Bi",41
"Bu",13
"Br",21
"By",2
"ûr",29
"ût",238
"ûm",33
"ûl",8
"B ",2
"B.",4
"Çà",3
"U.",3
"U ",14
"Bé",2
"Ut",1
"Up",1
"Us",2
"Ur",22
"Um",2
"Un",233
"UY",1
"UX",3
"UT",12
"UV",4
"US",15
"UR",8
"UM",1
"UL",6
"UN",13
"UI",3
"Ça",3
"UE",19
"UD",5
"UG",1
"UA",3
"UC",3
"Rô",1
"!)",1
"à ",3138
"!.",11
"h.",7
"h,",11
"h-",2
"h ",250
"4°",9
"hy",148
"hr",50
"à.",11
"ht",31
"hu",232
"hk",1
"hi",507
"hn",4
"à,",116
"hl",9
"hm",21
"à-",48
"he",1604
"!_",1
"49",2
"46",1
"47",3
"45",5
"42",6
"43",1
"40",4
"Ré",13
"4.",3
"4,",11
"4-",1
"4'",9
"4 ",17
"hô",13
"hê",1
"hè",140
"hé",310
"hâ",37
